Row ID,Order ID,Order Date,Segment,City,State,Postal Code,Region,Product ID,Sales,Quantity
91,CA-2017-109806,42995,Corporate,Los Angeles,California,90036,West,TEC-PH-10004093,73.584,2
92,CA-2017-109806,42995,Corporate,Los Angeles,California,90036,West,OFF-PA-10000304,6.48,1
93,CA-2016-149587,42400,Consumer,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,12.96,2
94,CA-2016-149587,42400,Consumer,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,53.34,3
95,CA-2016-149587,42400,Consumer,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,32.96,2
96,US-2018-109484,43410,Home Office,Portland,Oregon,97206,West,OFF-BI-10004738,5.682,1
97,CA-2018-161018,43413,Home Office,New York City,New York,10009,East,FUR-FU-10000629,96.53,7
98,CA-2018-157833,43268,Consumer,San Francisco,California,94122,West,OFF-BI-10001721,51.312,3
99,CA-2017-149223,42984,Corporate,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,77.88,6
100,CA-2017-158568,42976,Home Office,Chicago,Illinois,60610,Central,OFF-PA-10003256,64.624,7
