Row ID,Order ID,Order Date,Segment,City,State,Postal Code,Region,Product ID,Sales,Quantity
309,CA-2018-126774,43205,Consumer,Arlington,Virginia,22204,South,OFF-AR-10002804,4.89,1
310,CA-2017-142902,42990,Corporate,Arvada,Colorado,80004,West,FUR-FU-10001918,15.136,4
311,CA-2017-142902,42990,Corporate,Arvada,Colorado,80004,West,FUR-CH-10004086,466.768,2
312,CA-2017-142902,42990,Corporate,Arvada,Colorado,80004,West,FUR-FU-10001756,15.232,1
313,CA-2017-142902,42990,Corporate,Arvada,Colorado,80004,West,OFF-LA-10000634,6.264,3
314,CA-2015-120887,42274,Corporate,Hackensack,New Jersey,7601,East,FUR-FU-10001588,87.54,3
315,CA-2015-167850,42225,Corporate,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,178.384,2
316,CA-2015-167850,42225,Corporate,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,15.552,3
317,CA-2015-164259,42366,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,99.136,4
318,CA-2015-164973,42312,Home Office,New York City,New York,10024,East,FUR-CH-10002602,135.882,1
319,CA-2015-164973,42312,Home Office,New York City,New York,10024,East,TEC-MA-10002927,3991.98,2
320,CA-2015-164973,42312,Home Office,New York City,New York,10024,East,TEC-PH-10004093,275.94,6
321,CA-2015-164973,42312,Home Office,New York City,New York,10024,East,TEC-AC-10000892,360,4
322,CA-2015-164973,42312,Home Office,New York City,New York,10024,East,OFF-ST-10002974,43.57,1
323,CA-2015-156601,42266,Corporate,Long Beach,California,90805,West,OFF-FA-10000624,7.16,2
324,CA-2017-162138,42848,Corporate,Hesperia,California,92345,West,OFF-BI-10004593,251.52,6
325,CA-2017-162138,42848,Corporate,Hesperia,California,92345,West,TEC-AC-10001908,99.99,1
326,CA-2018-153339,43407,Corporate,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,15.992,1
327,US-2017-141544,42977,Consumer,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,290.898,3
328,US-2017-141544,42977,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,54.224,2
329,US-2017-141544,42977,Consumer,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,786.744,4
330,US-2017-141544,42977,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,100.24,10
331,US-2017-141544,42977,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,37.764,6
332,US-2017-150147,42850,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,82.8,2
333,US-2017-150147,42850,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,20.724,2
334,US-2017-150147,42850,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,4.896,3
335,CA-2016-137946,42614,Consumer,Los Angeles,California,90045,West,OFF-BI-10001922,4.752,1
336,CA-2016-137946,42614,Consumer,Los Angeles,California,90045,West,TEC-CO-10001449,959.984,2
337,CA-2016-137946,42614,Consumer,Los Angeles,California,90045,West,OFF-BI-10004140,14.368,4
338,CA-2015-129924,42197,Corporate,San Francisco,California,94122,West,OFF-BI-10003314,7.712,2
339,CA-2015-129924,42197,Corporate,San Francisco,California,94122,West,FUR-TA-10004575,698.352,3
340,CA-2016-128167,42543,Consumer,Layton,Utah,84041,West,OFF-FA-10000490,4.96,4
341,CA-2015-122336,42107,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,17.856,4
342,CA-2015-122336,42107,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,509.97,10
343,CA-2015-122336,42107,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,30.992,13
344,CA-2015-122336,42107,Corporate,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,71.928,12
345,US-2016-120712,42724,Consumer,Austin,Texas,78745,Central,OFF-ST-10000107,88.8,4
346,CA-2018-169901,43266,Consumer,San Francisco,California,94122,West,TEC-PH-10002293,47.976,3
347,CA-2018-134306,43289,Consumer,Lowell,Massachusetts,1852,East,OFF-AR-10004027,7.56,3
348,CA-2018-134306,43289,Consumer,Lowell,Massachusetts,1852,East,OFF-PA-10000249,24.56,2
349,CA-2018-134306,43289,Consumer,Lowell,Massachusetts,1852,East,OFF-AR-10001374,12.96,2
350,CA-2017-129714,42979,Home Office,New York City,New York,10009,East,TEC-AC-10000290,6.79,1
351,CA-2017-129714,42979,Home Office,New York City,New York,10009,East,OFF-PA-10001970,24.56,2
352,CA-2017-129714,42979,Home Office,New York City,New York,10009,East,OFF-BI-10002160,3.048,1
353,CA-2017-129714,42979,Home Office,New York City,New York,10009,East,OFF-PA-10001970,49.12,4
354,CA-2017-129714,42979,Home Office,New York City,New York,10009,East,OFF-BI-10004995,4355.168,4
355,CA-2017-138520,42833,Consumer,New York City,New York,10035,East,FUR-BO-10002268,388.704,6
356,CA-2017-138520,42833,Consumer,New York City,New York,10035,East,OFF-EN-10001137,8.26,2
357,CA-2017-138520,42833,Consumer,New York City,New York,10035,East,OFF-AR-10002399,17.04,4
358,CA-2017-138520,42833,Consumer,New York City,New York,10035,East,OFF-PA-10002713,34.4,5
359,CA-2017-130001,42848,Corporate,Charlotte,North Carolina,28205,South,OFF-PA-10002666,36.24,5
360,CA-2018-155698,43167,Corporate,Columbus,Georgia,31907,South,OFF-AP-10001124,647.84,8
361,CA-2018-155698,43167,Corporate,Columbus,Georgia,31907,South,OFF-LA-10001158,20.7,2
362,CA-2018-144904,43368,Consumer,New York City,New York,10009,East,OFF-LA-10001158,20.7,2
363,CA-2018-144904,43368,Consumer,New York City,New York,10009,East,FUR-CH-10000785,488.646,3
364,CA-2018-144904,43368,Consumer,New York City,New York,10009,East,OFF-AR-10003732,5.56,2
365,CA-2018-144904,43368,Consumer,New York City,New York,10009,East,FUR-FU-10000023,47.12,8
366,CA-2015-123344,42271,Consumer,San Francisco,California,94109,West,OFF-ST-10001713,211.96,4
367,CA-2017-155516,43029,Corporate,Manchester,Connecticut,6040,East,OFF-BI-10002412,23.2,4
368,CA-2017-155516,43029,Corporate,Manchester,Connecticut,6040,East,OFF-SU-10001225,7.36,2
369,CA-2017-155516,43029,Corporate,Manchester,Connecticut,6040,East,OFF-ST-10002406,104.79,7
370,CA-2017-155516,43029,Corporate,Manchester,Connecticut,6040,East,FUR-BO-10002545,1043.92,4
371,CA-2018-104745,43249,Consumer,Harlingen,Texas,78550,Central,OFF-PA-10002036,25.92,5
372,CA-2018-104745,43249,Consumer,Harlingen,Texas,78550,Central,OFF-ST-10002205,53.424,3
373,US-2015-119137,42208,Consumer,Tucson,Arizona,85705,West,OFF-BI-10001982,8.16,5
374,US-2015-119137,42208,Consumer,Tucson,Arizona,85705,West,TEC-AC-10003911,1023.936,8
375,US-2015-119137,42208,Consumer,Tucson,Arizona,85705,West,OFF-AR-10000658,9.24,1
376,US-2015-119137,42208,Consumer,Tucson,Arizona,85705,West,TEC-AC-10002076,479.04,10
377,US-2017-134656,43006,Corporate,Quincy,Illinois,62301,Central,OFF-PA-10003039,99.136,4
378,US-2018-134481,43339,Corporate,Franklin,Massachusetts,2038,East,FUR-TA-10004915,1488.424,7
379,CA-2016-130792,42488,Consumer,Houston,Texas,77095,Central,OFF-AP-10000696,8.652,3
380,CA-2016-130792,42488,Consumer,Houston,Texas,77095,Central,OFF-ST-10003327,23.832,3
381,CA-2016-130792,42488,Consumer,Houston,Texas,77095,Central,OFF-BI-10000309,12.176,4
382,CA-2017-134775,43036,Corporate,San Francisco,California,94109,West,OFF-PA-10004734,50.96,7
383,CA-2017-134775,43036,Corporate,San Francisco,California,94109,West,OFF-BI-10002225,49.536,3
384,CA-2016-125395,42547,Corporate,Taylor,Michigan,48180,Central,TEC-AC-10004708,41.9,2
385,US-2016-168935,42701,Consumer,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,375.4575,3
386,US-2016-168935,42701,Consumer,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,83.976,3
387,CA-2016-122756,42707,Corporate,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,482.34,4
388,CA-2016-122756,42707,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,2.96,1
389,CA-2015-115973,42332,Consumer,Cincinnati,Ohio,45231,East,OFF-AR-10004757,2.624,1
390,CA-2018-101798,43445,Consumer,New York City,New York,10009,East,OFF-BI-10000050,23.36,4
391,CA-2018-101798,43445,Consumer,New York City,New York,10009,East,TEC-AC-10001998,39.98,2
392,US-2015-135972,42268,Consumer,Des Moines,Washington,98198,West,TEC-PH-10003012,246.384,2
393,US-2015-135972,42268,Consumer,Des Moines,Washington,98198,West,TEC-CO-10002313,1799.97,3
394,US-2015-134971,42162,Corporate,Peoria,Illinois,61604,Central,OFF-BI-10003982,12.462,3
395,CA-2018-102946,43281,Home Office,Las Vegas,Nevada,89115,West,OFF-BI-10004492,75.792,3
396,CA-2018-165603,43390,Corporate,Warwick,Rhode Island,2886,East,OFF-ST-10000798,49.96,2
397,CA-2018-165603,43390,Corporate,Warwick,Rhode Island,2886,East,OFF-PA-10002552,12.96,2
398,CA-2016-122259,42674,Home Office,Jackson,Michigan,49201,Central,OFF-SU-10002573,70.12,4
399,CA-2017-108987,42986,Consumer,Houston,Texas,77036,Central,OFF-ST-10001580,35.952,3
400,CA-2017-108987,42986,Consumer,Houston,Texas,77036,Central,FUR-BO-10004834,2396.2656,4
401,CA-2017-108987,42986,Consumer,Houston,Texas,77036,Central,OFF-ST-10000934,131.136,4
